movie_id,person_name,role,debut_year,years_active,last_five_films,last_five_ids
297762,Zack Snyder,Producer,1990,35,Rebel Moon - Part Two: The Scargiver (2024) as Director of Photography; Rebel Moon - Part Two: The Scargiver (2024) as Producer; Rebel Moon - Part Two: The Scargiver (2024) as Director; Rebel Moon - Part Two: The Scargiver (2024) as Screenplay; Rebel Moon - Part Two: The Scargiver (2024) as Story,934632; 934632; 934632; 934632; 934632
297762,Gal Gadot,Actor,2008,17,Snow White (2025) as Actor; Making The Flash: Worlds Collide (2023) as Actor; Making The Flash: Worlds Collide (2023) as Thanks; Heart of Stone (2023) as Actor; Heart of Stone (2023) as Producer,447273; 1178489; 1178489; 724209; 724209
297762,Chris Pine,Actor,2004,21,What's The Deal With Birds? (2025) as Actor; What's The Deal With Birds? (2025) as Executive Producer; Space: The New Frontier (2024) as Actor; Poolman (2024) as Actor; Poolman (2024) as Director,1461516; 1461516; 1292597; 834562; 834562
297762,Connie Nielsen,Actor,1984,41,Nobody 2 (2025) as Actor; The Making of Gladiator II (2024) as Actor; Gladiator II (2024) as Actor; Role Play (2023) as Actor; Origin (2023) as Actor,1007734; 1380755; 558449; 848187; 753336
399170,Steven Soderbergh,Director,1985,40,"Black Bag (2025) as Director; Black Bag (2025) as Director of Photography; Black Bag (2025) as Editor; Love, Brooklyn (2025) as Executive Producer; BLKNWS: Terms & Conditions (2025) as Executive Producer",1233575; 1233575; 1233575; 1398910; 931942
399170,Reid Carolin,Producer,2011,14,Spaceman (2024) as Producer; Magic Mike's Last Dance (2023) as Producer; Magic Mike's Last Dance (2023) as Writer; Magic Mike's Last Dance (2023) as Characters; Dog (2022) as Director,636706; 906221; 906221; 906221; 626735
399170,Gregory Jacobs,Producer,1987,38,Black Bag (2025) as Producer; Magic Mike's Last Dance (2023) as Producer; Tom Papa: What a Day! (2022) as Director; Dog (2022) as Producer; Let Them All Talk (2020) as First Assistant Director,1233575; 906221; 1050540; 626735; 623856
399170,Mark Johnson,Producer,1977,48,The Holdovers (2023) as Producer; Electrophilia (2023) as Producer; Blondi (2023) as Producer; Fever Dream (2021) as Producer; The Little Things (2021) as Producer,840430; 1078805; 982502; 595280; 602269
399170,Channing Tatum,Producer,2005,20,Avengers: Doomsday (2026) as Actor; Roofman (2025) as Actor; Roofman (2025) as Executive Producer; Atropia (2025) as Actor; Marvel Studios Assembled: The Making of Deadpool & Wolverine (2024) as Actor,1003596; 1242419; 1242419; 1239288; 1386628
399170,Channing Tatum,Actor,2005,20,Avengers: Doomsday (2026) as Actor; Roofman (2025) as Actor; Roofman (2025) as Executive Producer; Atropia (2025) as Actor; Marvel Studios Assembled: The Making of Deadpool & Wolverine (2024) as Actor,1003596; 1242419; 1242419; 1239288; 1386628
399170,Adam Driver,Actor,2010,15,SNL50: The Homecoming Concert (2025) as Actor; Ladies & Gentlemen... 50 Years of SNL Music (2025) as Actor; Megalopolis (2024) as Actor; It's Not Me (2024) as Actor; The Tonight Show Starring Jimmy Fallon: 10th Anniversary Special (2024) as Actor,1433330; 1421461; 592831; 1136987; 1296327
399170,Daniel Craig,Actor,1992,33,Untitled Chronicles of Narnia Film #1 (2026) as Actor; Queer (2024) as Actor; Harrison Ford: Hollywood Hero (2023) as Actor; Glass Onion: A Knives Out Mystery (2022) as Actor; The Sound of 007 (2022) as Actor,1147572; 1059128; 1357745; 661374; 1028506
305470,Dean Israelite,Director,2009,16,Little Wing (2024) as Director; Little Wing (2024) as Executive Producer; The Power of the Present (2017) as Actor; Power Rangers (2017) as Director; The Precipice (2016) as Story Editor,1170000; 1170000; 605928; 305470; 584779
305470,Brian Casentini,Producer,2011,14,The Power of the Present (2017) as Actor; Power Rangers (2017) as Producer; Power Rangers Samurai: Clash of the Red Rangers - The Movie (2011) as Producer,605928; 305470; 141867
305470,Roberto Orci,Producer,2005,20,The Mummy (2017) as Executive Producer; Power Rangers (2017) as Producer; Star Trek Beyond (2016) as Producer; Now You See Me 2 (2016) as Producer; The Amazing Spider-Man 2 (2014) as Screenplay,282035; 305470; 188927; 291805; 102382
305470,Marty Bowen,Producer,2006,19,Children of Blood and Bone (2027) as Producer; Clown in a Cornfield (2025) as Producer; Smile 2 (2024) as Producer; Bagman (2024) as Producer; The Supremes at Earl's All-You-Can-Eat (2024) as Producer,621304; 713364; 1100782; 978796; 1002626
305470,Haim Saban,Producer,1983,42,The Power of the Present (2017) as Actor; Power Rangers (2017) as Characters; Power Rangers (2017) as Producer; Meet the Donors: Does Money Talk? (2016) as Actor; Power Rangers Samurai: Clash of the Red Rangers - The Movie (2011) as Creator,605928; 305470; 305470; 407648; 141867
305470,Wyck Godfrey,Producer,2001,24,Children of Blood and Bone (2027) as Producer; Clown in a Cornfield (2025) as Producer; Smile 2 (2024) as Producer; Bagman (2024) as Producer; The Supremes at Earl's All-You-Can-Eat (2024) as Producer,621304; 713364; 1100782; 978796; 1002626
305470,Dacre Montgomery,Actor,2015,10,Went Up the Hill (2025) as Actor; Went Up the Hill (2025) as Executive Producer; What We Hide (2025) as Actor; Just a Boy From Tupelo: Bringing Elvis to the Big Screen (2023) as Actor; Elvis (2022) as Actor,1037352; 1037352; 1031962; 1071583; 614934
305470,RJ Cyler,Actor,2015,10,One Spoon of Chocolate (2025) as Actor; The Book of Clarence (2024) as Actor; Freedom's Path (2023) as Actor; Emergency (2022) as Actor; The Harder They Fall (2021) as Actor,1290792; 976584; 950538; 819309; 618162
305470,Ludi Lin,Actor,2012,13,Mortal Kombat II (2025) as Actor; Art of Eight Limbs (2024) as Actor; Art of Eight Limbs (2024) as Co-Producer; The Caller (2024) as Actor; Mortal Kombat (2021) as Actor,931285; 1208561; 1208561; 1312421; 460465
335984,Denis Villeneuve,Director,1990,35,Dune: Part Three (2026) as Screenplay; Dune: Part Three (2026) as Director; Dune: Part Three (2026) as Producer; Hans Zimmer & Friends: Diamond in the Desert (2025) as Actor; Dune: Part Two (2024) as Screenplay,1170608; 1170608; 1170608; 1425725; 693134
335984,Broderick Johnson,Producer,1996,29,The Garfield Movie (2024) as Producer; Lullaby (2022) as Producer; Frontline: America's Great Divide (2020) as Actor; 12 Strong (2018) as Executive Producer; Father Figures (2017) as Producer,748783; 702621; 667173; 429351; 354861
335984,Cynthia Sikes,Producer,1982,43,Blade Runner 2049 (2017) as Producer; Going Shopping (2005) as Actor; Possums (1998) as Actor; Sins of Silence (1996) as Actor; Sins of Silence (1996) as Producer,335984; 288779; 83733; 270746; 270746
335984,Bud Yorkin,Producer,1958,67,"Live in Front of a Studio Audience: ""All in the Family"" and ""Good Times"" (2019) as Original Series Creator; Blade Runner 2049 (2017) as Producer; Dangerous Days: Making Blade Runner (2007) as Actor; On the Edge of 'Blade Runner' (2000) as Actor; Intersection (1994) as Producer",657148; 335984; 57656; 85214; 46717
335984,Andrew A. Kosove,Producer,1999,26,The Garfield Movie (2024) as Producer; Lullaby (2022) as Producer; 12 Strong (2018) as Executive Producer; Father Figures (2017) as Producer; Blade Runner 2049 (2017) as Producer,748783; 702621; 429351; 354861; 335984
335984,Ryan Gosling,Actor,1996,29,Star Wars: Starfighter (2027) as Actor; Project Hail Mary (2026) as Actor; Project Hail Mary (2026) as Producer; Hell of a Summer (2025) as Thanks; The Actor (2025) as Executive Producer,1417668; 687163; 687163; 999243; 800367
335984,Harrison Ford,Actor,1966,59,Captain America: Brave New World (2025) as Actor; Disney Legends Awards Ceremony (2024) as Actor; Saving Sakic (2024) as Actor; Timeless Heroes: Indiana Jones & Harrison Ford (2023) as Actor; The Making of Indiana Jones and the Dial of Destiny (2023) as Actor,822119; 1329282; 1275302; 1199447; 1168918
335984,Ana de Armas,Actor,2006,19,From the World of John Wick: Ballerina (2025) as Actor; From the World of John Wick: Ballerina (2025) as Executive Producer; Eden (2025) as Actor; Ghosted (2023) as Actor; Ghosted (2023) as Executive Producer,541671; 541671; 1042834; 868759; 868759
395992,Daniel Espinosa,Director,2000,25,Making The Helicopter Heist (2024) as Actor; Madame Luna (2024) as Director; Morbius (2022) as Director; Life (2017) as Director; Child 44 (2015) as Director,1393327; 931825; 526896; 395992; 181283
395992,Julie Lynn,Producer,1999,26,Heart of Stone (2023) as Producer; My Father's Dragon (2022) as Producer; Raymond & Ray (2022) as Producer; Luca (2021) as Story Consultant; Terminator: Dark Fate (2019) as Executive Producer,724209; 560052; 869025; 508943; 290859
395992,Dana Goldberg,Producer,2004,21,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; Flink's Pigeon Problems (2025) as Executive Producer; The Gorge (2025) as Producer,846422; 1098006; 575265; 1451406; 950396
395992,Bonnie Curtis,Producer,1997,28,Heart of Stone (2023) as Producer; My Father's Dragon (2022) as Producer; Raymond & Ray (2022) as Producer; Terminator: Dark Fate (2019) as Executive Producer; The Sweet Life (2017) as Producer,724209; 560052; 869025; 290859; 401484
395992,David Ellison,Producer,2005,20,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; Flink's Pigeon Problems (2025) as Executive Producer; The Gorge (2025) as Producer,846422; 1098006; 575265; 1451406; 950396
395992,Jake Gyllenhaal,Actor,1991,34,"Remain (2026) as Actor; The Bride! (2026) as Actor; The Tonight Show Starring Jimmy Fallon: 10th Anniversary Special (2024) as Actor; Arnold & Sly: Rivals, Friends, Icons (2024) as Actor; Road House (2024) as Actor",1425859; 1159831; 1296327; 1275176; 359410
395992,Ryan Reynolds,Actor,1993,32,Animal Friends (2025) as Actor; Animal Friends (2025) as Executive Producer; In Dispute: Lively v. Baldoni (2025) as Actor; SNL50: The Homecoming Concert (2025) as Actor; Marvel Studios Assembled: The Making of Deadpool & Wolverine (2024) as Actor,1115030; 1115030; 1457986; 1433330; 1386628
395992,Rebecca Ferguson,Actor,2004,21,Mercy (2026) as Actor; Dune: Part Two (2024) as Actor; Mission: Impossible - Dead Reckoning Part One (2023) as Actor; Dune (2021) as Actor; Reminiscence (2021) as Actor,1236153; 693134; 575264; 438631; 579047
274855,Dean Devlin,Director,1980,45,The Deal (2022) as Producer; 1982: Greatest Geek Year Ever! (2022) as Actor; Bad Samaritan (2018) as Director; Bad Samaritan (2018) as Producer; Geostorm (2017) as Director,718919; 1017128; 467632; 467632; 274855
274855,Dean Devlin,Producer,1980,45,The Deal (2022) as Producer; 1982: Greatest Geek Year Ever! (2022) as Actor; Bad Samaritan (2018) as Director; Bad Samaritan (2018) as Producer; Geostorm (2017) as Director,718919; 1017128; 467632; 467632; 274855
274855,David Ellison,Producer,2005,20,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; Flink's Pigeon Problems (2025) as Executive Producer; The Gorge (2025) as Producer,846422; 1098006; 575265; 1451406; 950396
274855,Dana Goldberg,Producer,2004,21,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; Flink's Pigeon Problems (2025) as Executive Producer; The Gorge (2025) as Producer,846422; 1098006; 575265; 1451406; 950396
274855,Gerard Butler,Actor,1997,28,How to Train Your Dragon 2 (2027) as Actor; Naya: Legend of the Golden Dolphin (2025) as Actor; How to Train Your Dragon (2025) as Actor; Den of Thieves 2: Pantera (2025) as Actor; Den of Thieves 2: Pantera (2025) as Producer,1458319; 826287; 1087192; 604685; 604685
274855,Alexandra Maria Lara,Actor,1995,30,La Syndicaliste (2023) as Actor; Alfons Jitterbit – Class Trip Chaos! (2022) as Actor; Love Thing (2022) as Actor; The King's Man (2021) as Actor; Daughters (2021) as Actor,925714; 957815; 790806; 476669; 835448
274855,Jim Sturgess,Actor,1994,31,"Apartment 7A (2024) as Actor; Alone Together (2022) as Actor; The Other Me (2022) as Actor; Berlin, I Love You (2019) as Actor; J.T. LeRoy (2019) as Actor",807339; 826113; 717682; 401686; 460070
400106,David Ayer,Director,2000,25,A Working Man (2025) as Director; A Working Man (2025) as Producer; A Working Man (2025) as Screenplay; Bosco (2024) as Executive Producer; The Beekeeper (2024) as Director,1197306; 1197306; 1197306; 1175351; 866398
400106,David Ayer,Producer,2000,25,A Working Man (2025) as Director; A Working Man (2025) as Producer; A Working Man (2025) as Screenplay; Bosco (2024) as Executive Producer; The Beekeeper (2024) as Director,1197306; 1197306; 1197306; 1175351; 866398
400106,Bryan Unkeless,Producer,2012,13,Everything's Going to Be Great (2025) as Producer; Look Both Ways (2022) as Producer; Along for the Ride (2022) as Producer; Kate (2021) as Producer; Project Power (2020) as Producer,1115982; 805327; 778106; 597891; 605116
400106,Ted Sarandos,Producer,2006,19,The Black Godfather (2019) as Actor; A Futile and Stupid Gesture (2018) as Producer; Bright (2017) as Producer; Barbra: The Music ... The Mem'ries ... The Magic! (2017) as Executive Producer; Death Note (2017) as Producer,606215; 391710; 400106; 485157; 351460
400106,Eric Newman,Producer,1996,29,Rebel Moon - Part Two: The Scargiver (2024) as Producer; Rebel Moon - Part One: A Child of Fire (2023) as Producer; Look Both Ways (2022) as Producer; Spiderhead (2022) as Producer; Along for the Ride (2022) as Producer,934632; 848326; 805327; 615469; 778106
400106,Will Smith,Actor,1990,35,El cuarto round (2024) as Actor; Bad Boys: Legacy (2024) as Actor; Bad Boys: Ride or Die (2024) as Actor; Bad Boys: Ride or Die (2024) as Producer; The Fresh Prince of Nowhere (2024) as Actor,1364758; 1385136; 573435; 573435; 1328458
400106,Joel Edgerton,Actor,1996,29,I Don't Understand You (2025) as Producer; The Plague (2025) as Actor; The Plague (2025) as Producer; Train Dreams (2025) as Actor; Train Dreams (2025) as Executive Producer,1229262; 1370814; 1370814; 1241983; 1241983
400106,Lucy Fry,Actor,2014,11,Last Looks (2022) as Actor; Night Teeth (2021) as Actor; Intersection (2020) as Actor; She's Missing (2019) as Actor; Bright (2017) as Actor,557946; 669671; 728604; 466281; 400106
440021,Christopher Landon,Director,1996,29,Drop (2025) as Director; Heart Eyes (2025) as Writer; Heart Eyes (2025) as Producer; Time Cut (2024) as Producer; We Have a Ghost (2023) as Executive Producer,1249213; 1302916; 1302916; 827931; 852096
440021,Jason Blum,Producer,1995,30,Insidious: The Bleeding World (2026) as Producer; The Mummy (2026) as Producer; Untitled The Exorcist Film (2026) as Producer; SOULM8TE (2025) as Producer; Five Nights at Freddy's 2 (2025) as Producer,1291595; 1304313; 1297467; 1307118; 1228246
440021,Jessica Rothe,Actor,2013,12,Boy Kills World (2024) as Actor; Parfum (2023) as Actor; Body Brokers (2021) as Actor; All My Life (2020) as Actor; Valley Girl (2020) as Actor,882059; 1184114; 656940; 632322; 482273
440021,Israel Broussard,Actor,2010,15,Fear of Rain (2021) as Actor; All That We Destroy (2019) as Actor; Happy Death Day 2U (2019) as Actor; To All the Boys I've Loved Before (2018) as Actor; Extinction (2018) as Actor,599281; 599724; 512196; 466282; 429415
440021,Ruby Modine,Actor,2011,14,"Silent Night, Deadly Night (2025) as Actor; I Am What You Imagine (2023) as Actor; My Love Affair with Marriage (2023) as Actor; On Our Way (2023) as Actor; Fear (2023) as Actor",801937; 1165098; 559707; 894779; 880100
346364,Andy Muschietti,Director,1994,31,The Electric State (2025) as Executive Producer; Norita (2024) as Executive Producer; Música (2024) as Actor; Making The Flash: Worlds Collide (2023) as Actor; Making The Flash: Worlds Collide (2023) as Thanks,777443; 1300506; 968441; 1178489; 1178489
346364,Dan Lin,Producer,2006,19,Godzilla x Kong: Supernova (2027) as Executive Producer; Lilo & Stitch (2025) as Producer; Godzilla x Kong: The New Empire (2024) as Executive Producer; Haunted Mansion (2023) as Producer; Godzilla vs. Kong (2021) as Executive Producer,1288438; 552524; 823464; 616747; 399566
346364,Seth Grahame-Smith,Producer,2012,13,Now You See Me: Now You Don't (2025) as Writer; Beetlejuice Beetlejuice (2024) as Story; Beetlejuice Beetlejuice (2024) as Executive Producer; It Chapter Two (2019) as Executive Producer; Child's Play (2019) as Producer,425274; 917496; 917496; 474350; 533642
346364,Bárbara Muschietti,Producer,1996,29,The Electric State (2025) as Executive Producer; Norita (2024) as Executive Producer; Making The Flash: Worlds Collide (2023) as Actor; Making The Flash: Worlds Collide (2023) as Thanks; The Flash: Saga of the Scarlet Speedster (2023) as Actor,777443; 1300506; 1178489; 1178489; 1155289
346364,David Katzenberg,Producer,2017,8,Beetlejuice Beetlejuice (2024) as Executive Producer; It Chapter Two (2019) as Executive Producer; Child's Play (2019) as Producer; It (2017) as Actor; It (2017) as Producer,917496; 474350; 533642; 346364; 346364
346364,Roy Lee,Producer,2002,23,Godzilla x Kong: Supernova (2027) as Executive Producer; Untitled Resident Evil Reboot (2026) as Producer; The Strangers: Chapter 2 (2025) as Executive Producer; The Long Walk (2025) as Producer; Weapons (2025) as Producer,1288438; 1423191; 1010756; 604079; 1078605
346364,Jaeden Martell,Actor,2013,12,"Our Hero, Balthazar (2025) as Actor; Our Hero, Balthazar (2025) as Producer; Out of Body (2025) as Actor; Y2K (2024) as Actor; Arcadian (2024) as Actor",1465557; 1465557; 1433511; 1094274; 1051896
346364,Sophia Lillis,Actor,2013,12,The Adults (2023) as Actor; Asteroid City (2023) as Actor; Dungeons & Dragons: Honor Among Thieves (2023) as Actor; Uncle Frank (2020) as Actor; Gretel & Hansel (2020) as Actor,1077661; 747188; 493529; 634544; 542224
346364,Jack Dylan Grazer,Actor,2015,10,Friendship (2025) as Actor; Dreamin' Wild (2023) as Actor; Downtown Owl (2023) as Actor; Shazam! Fury of the Gods (2023) as Actor; Batman and Superman: Battle of the Super Sons (2022) as Actor,1239655; 887321; 960251; 594767; 886396
354912,Lee Unkrich,Director,1991,34,A Celebration of the Music from Coco (2020) as Actor; Toy Story 4 (2019) as Executive Producer; Coco (2017) as Actor; Coco (2017) as Director; Coco (2017) as Editor,691582; 301528; 354912; 354912; 354912
354912,Darla K. Anderson,Producer,1998,27,Mission: Joy - Finding Happiness in Troubled Times (2022) as Executive Producer; Sitara: Let Girls Dream (2019) as Executive Producer; Coco (2017) as Producer; Cars 3 (2017) as Thanks; Dante's Lunch (2017) as Producer,836723; 651166; 354912; 260514; 449621
354912,Anthony Gonzalez,Actor,2003,22,Hold Up (2024) as Actor; Ladies of the '80s: A Divas Christmas (2023) as Boom Operator; Blue Miracle (2021) as Actor; Phobias (2021) as Actor; A Celebration of the Music from Coco (2020) as Actor,1317573; 1187005; 671295; 793967; 691582
354912,Gael García Bernal,Actor,1996,29,Zero A.D. (2025) as Actor; Magellan (2025) as Actor; Holland (2025) as Actor; ASCO: Without Permission (2025) as Executive Producer; Thesis on a Domestication (2024) as Producer,1408207; 975335; 257094; 1337631; 1107798
354912,Benjamin Bratt,Actor,1988,37,Runa Simi (2025) as Executive Producer; Millers in Marriage (2024) as Actor; Mother of the Bride (2024) as Actor; Dead for a Dollar (2022) as Actor; Best Summer Ever (2020) as Actor,1465974; 1319968; 1093231; 843380; 665874
369192,Valerie Faris,Director,1988,37,Battle of the Sexes (2017) as Director; The 4%: Film's Gender Problem (2016) as Actor; Ruby Sparks (2012) as Director; Students of 'The Graduate' (2007) as Actor; Little Miss Sunshine (2006) as Director,369192; 402813; 103332; 514420; 773
369192,Jonathan Dayton,Director,1988,37,Battle of the Sexes (2017) as Director; The 4%: Film's Gender Problem (2016) as Actor; Ruby Sparks (2012) as Director; Students of 'The Graduate' (2007) as Actor; Little Miss Sunshine (2006) as Director,369192; 402813; 103332; 514420; 773
369192,Christian Colson,Producer,2005,20,Battle of the Sexes (2017) as Producer; T2 Trainspotting (2017) as Producer; Steve Jobs (2015) as Producer; Selma (2014) as Producer; Trance (2013) as Producer,369192; 180863; 321697; 273895; 68727
369192,Danny Boyle,Producer,1987,38,28 Years Later Part 2: The Bone Temple (2026) as Producer; 28 Years Later (2025) as Producer; 28 Years Later (2025) as Director; 28 Years Later (2025) as Writer; Free Your Mind: The Matrix Now (2023) as Director,1272837; 1100988; 1100988; 1100988; 1223598
369192,Robert Graf,Producer,1991,34,Honey Don't! (2025) as Producer; Drive-Away Dolls (2024) as Producer; Nope (2022) as Unit Production Manager; Nope (2022) as Executive Producer; The Tragedy of Macbeth (2021) as Producer,1149504; 957304; 762504; 762504; 591538
369192,Emma Stone,Actor,2007,18,Bugonia (2025) as Actor; Bugonia (2025) as Producer; Eddington (2025) as Actor; SNL50: The Homecoming Concert (2025) as Actor; A Real Pain (2024) as Producer,701387; 701387; 648878; 1433330; 1013850
369192,Steve Carell,Actor,1991,34,Mountainhead (2025) as Actor; Was Ist Kino ? (2025) as Actor; Ladies & Gentlemen... 50 Years of SNL Music (2025) as Actor; Despicable Me 4 (2024) as Actor; IF (2024) as Actor,1417059; 1447119; 1421461; 519182; 639720
369192,Andrea Riseborough,Actor,2005,20,Dragonfly (2025) as Actor; Lee (2024) as Actor; What Remains (2024) as Actor; Funny Birds (2024) as Actor; Roald Dahl's Matilda the Musical (2022) as Actor,1291626; 832964; 916723; 796592; 668482
345940,Jon Turteltaub,Director,1988,37,The Meg (2018) as Director; The Thousand Year Journey (2015) as Executive Producer; Last Vegas (2013) as Director; The Sorcerer's Apprentice (2010) as Director; National Treasure: Book of Secrets (2007) as Producer,345940; 1019851; 137093; 27022; 6637
345940,Belle Avery,Producer,1987,38,Meg 2: The Trench (2023) as Producer; The Meg (2018) as Producer; Grizzly Park (2008) as Producer; My Sexiest Year (2007) as Executive Producer; Before the Devil Knows You're Dead (2007) as Executive Producer,615656; 345940; 18505; 172898; 7972
345940,Lorenzo di Bonaventura,Producer,2001,24,Transformers One (2024) as Producer; Beverly Hills Cop: Axel F (2024) as Executive Producer; Madame Web (2024) as Producer; Pet Sematary: Bloodlines (2023) as Producer; Meg 2: The Trench (2023) as Producer,698687; 280180; 634492; 830764; 615656
345940,Colin Wilson,Producer,1978,47,The Meg (2018) as Producer; Mark Felt: The Man Who Brought Down the White House (2017) as Executive Producer; Detroit (2017) as Producer; Pelé: Birth of a Legend (2016) as Producer; Zero Dark Thirty (2012) as Executive Producer,345940; 390061; 407448; 245913; 97630
345940,Jason Statham,Actor,1998,27,Mutiny (2026) as Actor; Mutiny (2026) as Producer; Wick Is Pain (2025) as Actor; A Working Man (2025) as Actor; A Working Man (2025) as Producer,1288445; 1288445; 1472668; 1197306; 1197306
345940,Li Bingbing,Actor,1994,31,2023微博之夜 (2024) as Actor; Ordinary Hero (2022) as Actor; The Meg (2018) as Actor; Pandas (2018) as Actor; 7 Guardians of the Tomb (2018) as Actor,1230842; 1028526; 345940; 497802; 409582
345940,Rainn Wilson,Actor,1999,26,Deepfaking Sam Altman (2025) as Actor; Hitpig! (2024) as Actor; Empire Waist (2024) as Actor; Code 3 (2024) as Actor; Code 3 (2024) as Executive Producer,1422639; 756397; 1048923; 1161617; 1161617
383498,David Leitch,Director,1997,28,How to Rob a Bank (2026) as Director; How to Rob a Bank (2026) as Producer; Nobody 2 (2025) as Producer; Wick Is Pain (2025) as Actor; Love Hurts (2025) as Producer,1437511; 1437511; 1007734; 1472668; 1226406
383498,Simon Kinberg,Producer,2005,20,The Running Man (2025) as Producer; Deadpool & Wolverine (2024) as Executive Producer; Lift (2024) as Producer; A Haunting in Venice (2023) as Producer; Death on the Nile (2022) as Executive Producer,798645; 533535; 955916; 945729; 505026
383498,Ryan Reynolds,Producer,1993,32,Animal Friends (2025) as Actor; Animal Friends (2025) as Executive Producer; In Dispute: Lively v. Baldoni (2025) as Actor; SNL50: The Homecoming Concert (2025) as Actor; Marvel Studios Assembled: The Making of Deadpool & Wolverine (2024) as Actor,1115030; 1115030; 1457986; 1433330; 1386628
383498,Lauren Shuler Donner,Producer,1978,47,Deadpool & Wolverine (2024) as Producer; BRATS (2024) as Actor; The New Mutants (2020) as Producer; Celebrating Marvel's Stan Lee (2019) as Actor; This Changes Everything (2019) as Actor,533535; 999621; 340102; 662151; 541577
383498,Ryan Reynolds,Actor,1993,32,Animal Friends (2025) as Actor; Animal Friends (2025) as Executive Producer; In Dispute: Lively v. Baldoni (2025) as Actor; SNL50: The Homecoming Concert (2025) as Actor; Marvel Studios Assembled: The Making of Deadpool & Wolverine (2024) as Actor,1115030; 1115030; 1457986; 1433330; 1386628
383498,Josh Brolin,Actor,1985,40,The Running Man (2025) as Actor; Weapons (2025) as Actor; Weapons (2025) as Executive Producer; Kerouac's Road: The Beat of a Nation (2025) as Actor; Ladies & Gentlemen... 50 Years of SNL Music (2025) as Actor,798645; 1078605; 1078605; 1465788; 1421461
383498,Morena Baccarin,Actor,2001,24,Masters of the Universe (2026) as Actor; Elevation (2024) as Actor; Elevation (2024) as Executive Producer; Millers in Marriage (2024) as Actor; Deadpool & Wolverine (2024) as Actor,454639; 1035048; 1035048; 1319968; 533535
353081,Christopher McQuarrie,Director,1993,32,Mission: Impossible - The Final Reckoning (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Writer; Mission: Impossible - The Final Reckoning (2025) as Director; Tom Cruise: The Last Movie Star (2023) as Actor; Mission: Impossible - Dead Reckoning Part One (2023) as Writer,575265; 575265; 575265; 1133142; 575264
353081,J.J. Abrams,Producer,1982,43,"Oh, the Places You'll Go! (2028) as Producer; Flowervale Street (2026) as Producer; Music by John Williams (2024) as Actor; Elizabeth Taylor: The Lost Tapes (2024) as Producer; The Blue Angels (2024) as Producer",748865; 1101383; 1076708; 1279112; 1120821
353081,Tom Cruise,Producer,1981,44,Judy (2026) as Actor; Judy (2026) as Producer; Mission: Impossible - The Final Reckoning (2025) as Actor; Mission: Impossible - The Final Reckoning (2025) as Producer; Tom Cruise La Dernière légende d'Hollywood (2025) as Actor,1248832; 1248832; 575265; 575265; 1479180
353081,David Ellison,Producer,2005,20,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; Flink's Pigeon Problems (2025) as Executive Producer; The Gorge (2025) as Producer,846422; 1098006; 575265; 1451406; 950396
353081,Dana Goldberg,Producer,2004,21,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; Flink's Pigeon Problems (2025) as Executive Producer; The Gorge (2025) as Producer,846422; 1098006; 575265; 1451406; 950396
353081,Bryan Burk,Producer,1991,34,Werewolf by Night (2022) as Thanks; Mission: Impossible - Fallout (2018) as Producer; Jane (2017) as Producer; Star Trek Beyond (2016) as Producer; John Williams: The Seventh Symphony (2016) as Actor,894205; 353081; 470819; 188927; 570917
353081,Christopher McQuarrie,Producer,1993,32,Mission: Impossible - The Final Reckoning (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Writer; Mission: Impossible - The Final Reckoning (2025) as Director; Tom Cruise: The Last Movie Star (2023) as Actor; Mission: Impossible - Dead Reckoning Part One (2023) as Writer,575265; 575265; 575265; 1133142; 575264
353081,Don Granger,Producer,2003,22,The Old Guard 2 (2025) as Producer; Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Executive Producer; The Gorge (2025) as Producer; The Family Plan (2023) as Producer,846422; 1098006; 575265; 950396; 1029575
353081,Raphaël Benoliel,Producer,2003,22,Le Jour G (2025) as Producer; Coup de Chance (2023) as Co-Producer; Les Déguns 2 (2023) as Delegated Producer; Murder Mystery 2 (2023) as Co-Producer; Tenor (2022) as Screenplay,1318037; 859235; 1000614; 638974; 936074
353081,Jake Myers,Producer,1996,29,Fountain of Youth (2025) as Producer; Mission: Impossible - The Final Reckoning (2025) as Producer; The Greatest Beer Run Ever (2022) as Producer; Mission: Impossible - Fallout (2018) as Producer; Dunkirk (2017) as Executive Producer,1098006; 575265; 597922; 353081; 374720
